DTC Kodu,Başlık,Alt Sistem,Öncelik,Neden Sayısı,Adım Sayısı
P2162,Output Speed Sensor A/B Correlation,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,5,4
P2163,Throttle/Pedal Position Sensor A Maximum Stop Performance,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,4,3
P2164,Throttle/Pedal Position Sensor B Maximum Stop Performance,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,4,3
P2165,Throttle/Pedal Position Sensor C Maximum Stop Performance,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,4,3
P2166,Throttle/Pedal Position Sensor D Maximum Stop Performance,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,4,3
P2167,Throttle/Pedal Position Sensor E Maximum Stop Performance,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,4,3
P2168,Throttle/Pedal Position Sensor F Maximum Stop Performance,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,4,3
P2169,OBD Code,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P0067,Air Assisted Injector Control Circuit High,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,CRITICAL_STOP,5,3
P0068,MAP/MAF - Throttle Position Correlation,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,5,3
P0113,IAT Sensor 1 Circuit High Input,"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",MEDIUM,5,3
P0114,IAT Circuit Intermittent,"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",MEDIUM,5,1
P0115,Engine Coolant Temperature Sensor Circuit Malfunction,"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",MEDIUM,4,3
P0116,ECT Sensor Circuit Range/Performance,"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",MEDIUM,5,3
P0117,ECT Sensor Circuit Low Input,"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",CRITICAL_STOP,5,3
P0118,Engine Coolant Temperature Sensor Circuit High Input,"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",MEDIUM,5,3
U0112,Lost Communication with Battery Energy Control Module B,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0113,Lost Communication with Variable Valve Event and Lift Control Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0186,Lost Communication With Audio Amplifier A,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,LOW,4,3
U0187,Lost Communication With Digital Disc Player/Changer Module A,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0188,Lost Communication With Digital Disc Player/Changer Module B,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0189,Lost Communication With Digital Disc Player/Changer Module C,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0190,Lost Communication With Digital Disc Player/Changer Module D,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0191,Lost Communication With Television,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0192,Lost Communication With Personal Computer,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0193,Lost Communication With Digital Audio Control Module A,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,LOW,4,3
U0194,Lost Communication With Digital Audio Control Module B,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,LOW,4,3
U0195,Lost Communication With Subscription Entertainment Receiver Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0196,Lost Communication With Rear Seat Entertainment Control Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0197,Lost Communication With Telephone Control Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0198,Lost Communication With Telematic Control Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0199,Lost Communication With Door Control Module A,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0200,Lost Communication With Door Control Module B,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0201,Lost Communication With Door Control Module C,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0202,Lost Communication With Door Control Module D,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0203,Lost Communication With Door Control Module E,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0204,Lost Communication With Door Control Module F,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0205,Lost Communication With Door Control Module G,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0206,Lost Communication With Folding Top Control Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0207,Lost Communication With Movable Roof Control Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0208,Lost Communication With Seat Control Module A,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0209,Lost Communication With Seat Control Module B,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0210,Lost Communication With Seat Control Module C,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0211,Lost Communication With Seat Control Module D,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0212,Lost Communication With Steering Column Control Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0213,Lost Communication With Mirror Control Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0214,Lost Communication With Remote Function Actuation,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0215,Lost Communication With Door Switch A,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0216,Lost Communication With Door Switch B,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0217,Lost Communication With Door Switch C,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0218,Lost Communication With Door Switch D,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0219,Lost Communication With Door Switch E,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0220,Lost Communication With Door Switch F,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0221,Lost Communication With Door Switch G,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0222,Lost Communication With Door Window Motor A,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0223,Lost Communication With Door Window Motor B,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0224,Lost Communication With Door Window Motor C,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0225,Lost Communication With Door Window Motor D,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0226,Lost Communication With Door Window Motor E,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0227,Lost Communication With Door Window Motor F,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0228,Lost Communication With Door Window Motor G,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0229,Lost Communication With Heated Steering Wheel Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0230,Lost Communication With Rear Gate Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0231,Lost Communication With Rain Sensing Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0232,Lost Communication With Obstacle Detection Control Module - Left,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0233,Lost Communication With Obstacle Detection Control Module - Right,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0234,Lost Communication With Convenience Recall Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0235,Lost Communication With Cruise Control Front Distance Range Sensor,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0236,Lost Communication With Column Lock Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0237,Lost Communication With Digital Audio Control Module C,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,LOW,4,3
U0238,Lost Communication With Digital Audio Control Module D,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,LOW,4,3
U0239,Lost Communication With Entrapment Control Module A,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0240,Lost Communication With Entrapment Control Module B,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0241,Lost Communication With Headlamp Control Module A,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,LOW,4,3
U0242,Lost Communication With Headlamp Control Module B,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,LOW,4,3
U0243,Lost Communication With Park Assist Control Module B,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0244,Lost Communication With Running Board Control Module A,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0245,Lost Communication With Entertainment Control Module Front,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0246,Lost Communication With Seat Control Module E,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0247,Lost Communication With Seat Control Module F,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0248,Lost Communication With Remote Accessory Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0249,Lost Communication With Entertainment Control Module Rear B,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0250,Lost Communication With Impact Classification System Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0251,Lost Communication With Running Board Control Module B,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0252,Lost Communication With Lighting Control Module Rear B,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0253,Lost Communication With Accessory Protocol Interface Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0254,Lost Communication With Remote Start Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0255,P0255 OBD Code,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0256,P0256 OBD Code,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0257,P0257 OBD Code,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0258,Lost Communication With Radio Transceiver,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,LOW,4,3
U0259,Lost Communication With Special Purpose Vehicle Control Module A,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0260,Lost Communication With Seat Control Switch Module A,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0261,Lost Communication With Seat Control Switch Module B,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0262,Lost Communication With Audio Amplifier B,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,LOW,4,3
U0263,Lost Communication With Speech Recognition Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
P2101,Throttle Actuator A Control Motor Circuit Range Performance,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P2102,Throttle Actuator A Control Motor Circuit Low,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P2110,Throttle Actuator Control System - Forced Limited RPM,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,CRITICAL_STOP,5,4
P2125,Throttle Position Sensor/Swith E Circuit Malfunction,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,5,3
P2150,Fuel Injector Group B Circuit Low,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,5,3
P2151,Fuel Injector Group B Circuit High,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,5,3
P2152,Fuel Injector Group C Circuit/Open,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,5,3
P2170,OBD Code,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P2171,OBD Code,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P2172,Throttle Actuator Control System - Sudden High Air Flow Detected,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P2173,Throttle Actuator Control System - High Air Flow Detected,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,CRITICAL_STOP,4,3
P2174,Throttle Actuator Control System - Sudden Low Air Flow Detected,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,CRITICAL_STOP,3,3
P2175,Throttle Actuator Control System - Low Air Flow Detected,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,CRITICAL_STOP,3,3
P2176,Throttle Actuator Control System - Idle Position Not Learned,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,4
P2177,System Too Lean Off Idle Bank 1,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,4
P2178,System Too Rich Off Idle Bank 1,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,4
P2179,System Too Lean Off Idle Bank 2,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,4
P2180,System Too Rich Off Idle Bank 2,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,4
P2181,Cooling System Performance Code,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,4
P2182,Engine Coolant Temperature Sensor 2 Circuit Malfunction,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,4,3
P2183,ECT Sensor #2 Circuit Range/Performance,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,5,3
P2184,ECT Sensor #2 Circuit Low Input,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,CRITICAL_STOP,5,3
P2185,Engine Coolant Temperature Sensor #2 Circuit High Input,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,5,3
P2186,Engine Coolant Temperature Sensor #2 Circuit Intermittent,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,4,3
P2187,System Too Lean at Idle (Bank 1) DTC,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,CRITICAL_STOP,5,4
P2188,System Too Rich Off Idle Bank 1,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,4
P2189,System Too Lean at Idle (Bank 2) Code,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,CRITICAL_STOP,5,4
P2190,System Too Rich Off Idle Bank 2,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,4
P2191,System Too Lean At Higher Load Bank 1,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,4
P2192,System Too Rich At Higher Load Bank 1,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,4
P2193,System Too Lean At Higher Load Bank 2,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,4
P2194,System Too Rich At Higher Load Bank 2,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,4
P2195,O2 Sensor Signal Biased/Stuck Lean (Bank 1 Sensor 1) Code,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,5,3
P2196,O2 Sensor Signal Biased/Stuck Rich (Bank 1 Sensor 1) Code,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,5,3
P2197,O2 Sensor Signal Biased/Stuck Lean (Bank 2 Sensor 1) Code,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,5,3
P2198,O2 Sensor Signal Biased/Stuck Rich (Bank 2 Sensor 1) Code,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,5,3
P2199,Intake Air Temperature Sensor 1/2 Correlation,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,5,4
P2200,NOx Sensor Circuit Bank 1,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,5,3
P2201,NOx Sensor Circuit Range/Performance Bank 1,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,5,3
P2202,NOx Sensor Circuit Low Bank 1,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,5,3
P2203,NOx Sensor Circuit High Bank 1,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,5,3
P2204,NOx Sensor Circuit Intermittent Bank 1,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,5,3
P2205,NOx Sensor Heater Control Circuit/Open Bank 1,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,5,3
P2206,NOx Sensor Heater Control Circuit Low Bank 1,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,5,3
P2207,NOx Sensor Heater Control Circuit High Bank 1,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,5,3
P2208,NOx Sensor Heater Sense Circuit Bank 1,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",CRITICAL_STOP,5,3
P2209,NOx Sensor Heater Sense Circuit Range/Performance Bank 1,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",CRITICAL_STOP,5,3
P2210,NOx Sensor Heater Sense Circuit Low Bank 1,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",CRITICAL_STOP,5,3
P2211,NOx Sensor Heater Sense Circuit High Bank 1,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",CRITICAL_STOP,5,3
P2212,NOx Sensor Heater Sense Circuit Intermittent Bank 1,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",CRITICAL_STOP,5,3
P2213,NOx Sensor Circuit Bank 2,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,5,3
P2214,NOx Sensor Circuit Range/Performance Bank 2,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,5,3
P2215,NOx Sensor Circuit Low Bank 2,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,5,3
P2216,NOx Sensor Circuit High Bank 2,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,5,3
P2217,NOx Sensor Circuit Intermittent Bank 2,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,5,3
P2218,NOx Sensor Heater Control Circuit/Open Bank 2,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,5,3
P2219,NOx Sensor Heater Control Circuit Low Bank 2,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,5,3
P2220,NOx Sensor Heater Control Circuit High Bank 2,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,5,3
P2221,NOx Sensor Heater Sense Circuit Bank 2,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",CRITICAL_STOP,5,3
P2222,NOx Sensor Heater Sense Circuit Range/Performance Bank 2,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",CRITICAL_STOP,5,3
P2223,NOx Sensor Heater Sense Circuit Low Bank 2,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",CRITICAL_STOP,5,3
P2224,NOx Sensor Heater Sense Circuit High Bank 2,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",CRITICAL_STOP,5,3
P2225,NOx Sensor Heater Sense Circuit Intermittent Bank 2,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",CRITICAL_STOP,5,3
P2226,Barometric Pressure Sensor A,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,5,3
P2227,Barometric Pressure Sensor A Range/Performance,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,5,3
P2228,Barometric Pressure Sensor A Low,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,5,3
P2229,Barometric Pressure Sensor A High,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,5,3
P2230,Barometric Pressure Sensor A Intermittent/Erratic,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,5,3
P2231,O2 Sensor Signal Circuit Shorted to Heater Circuit Bank 1 Sensor 1,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,1
P2232,O2 Sensor Signal Circuit Shorted to Heater Circuit Bank 1 Sensor 2,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,1
P2233,O2 Sensor Signal Circuit Shorted to Heater Circuit Bank 1 Sensor 3,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,1
P2234,O2 Sensor Signal Circuit Shorted to Heater Circuit Bank 2 Sensor 1,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,1
P2235,O2 Sensor Signal Circuit Shorted to Heater Circuit Bank 2 Sensor 2,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,1
P2236,O2 Sensor Signal Circuit Shorted to Heater Circuit Bank 2 Sensor 3,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,1
P2237,O2 Sensor Positive Current Control Circuit/Open Bank 1 Sensor 1,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,1
P2238,O2 Sensor Positive Current Control Circuit Low Bank 1 Sensor 1,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,1
P2239,O2 Sensor Positive Current Control Circuit High Bank 1 Sensor 1,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,1
P2240,O2 Sensor Positive Current Control Circuit/Open Bank 2 Sensor 1,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,1
P2241,O2 Sensor Positive Current Control Circuit Low Bank 2 Sensor 1,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,1
P2242,O2 Sensor Positive Current Control Circuit High Bank 2 Sensor 1,"NOx, O2 Sensörleri & Emiş Havası Kontrolü",MEDIUM,3,1
P0119,Engine Coolant Temperature Sensor Circuit Intermittent,"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",MEDIUM,4,3
P0120,TPS A Circuit Malfunction,"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",MEDIUM,5,3
P0121,Throttle Position Sensor/Switch A Circuit Range/Performance Problem,"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",MEDIUM,5,3
P0122,Throttle Position Sensor/Switch A Circuit Low Input,"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",MEDIUM,4,4
P0123,Throttle Position Sensor/Switch A Circuit High Input,"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",MEDIUM,4,3
P0124,Throttle Position Sensor/Switch A Circuit Intermittent,"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",MEDIUM,4,2
P0125,OBD-II Trouble Code,"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",MEDIUM,4,3
P0126,Insufficient Coolant Temperature for Stable Operation,"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",MEDIUM,4,4
P0127,Intake Air Temperature Too High,"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",MEDIUM,5,1
P0129,Barometric Pressure Too Low,"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",CRITICAL_STOP,5,1
P0130,"O2 Sensor Circuit Malfunction (Bank 1, Sensor 1)","Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",MEDIUM,5,3
P0131,Oxygen Sensor Circuit Low Voltage (B1S1),"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",MEDIUM,3,2
P0132,O2 Sensor Circuit High (Bank 1 Sensor 1),"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",MEDIUM,2,2
P0133,Oxygen Sensor Circuit Slow Response,"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",MEDIUM,3,4
P0134,O2 Sensor Circuit No Activity Detected (Bank 1 Sensor 1),"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",MEDIUM,5,4
P0135,Oxygen O2 Sensor Heater Circuit Malfunction,"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",MEDIUM,4,2
P0136,O2 Sensor Circuit Low Voltage (B1S2),"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",MEDIUM,3,3
P0137,Oxygen Sensor Circuit Low Voltage B1S2,"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",CRITICAL_STOP,5,4
P0138,O2 Oxygen Sensor Circuit High (B1S2),"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",MEDIUM,3,2
P0139,Oxygen Sensor Circuit Slow Response (B1S2),"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",MEDIUM,3,4
P0140,O2 Sensor Circuit No Activity Detected (B1S2),"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",MEDIUM,5,3
P0141,O2 Sensor Heater Circuit Malfunction,"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",MEDIUM,4,2
P0142,02 Sensor Circuit Malfunction B1S3,"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",MEDIUM,4,3
P0145,O2 Sensor Circuit Slow Response B1S3,"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",MEDIUM,4,2
P0146,O2 Sensor Circuit (No Activity),"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",MEDIUM,3,3
P0147,O2 Sensor Heater Circuit Malfunction,"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",MEDIUM,3,3
P0148,Fuel Delivery Error,"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",MEDIUM,5,2
P0149,Fuel Timing Error,"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",MEDIUM,5,2
